Hours since 1 January 2017 00:00,Measured grid demand (MW)
13990.5,6351.68
13991,6195.58
13991.5,5988.09
13992,5761.02
13992.5,5524.09
13993,5353.09
13993.5,5230.24
13994,5128.32
13994.5,5084.42
13995,5044.18
13995.5,5061.49
13996,5093.03
13996.5,5196.84
13997,5248.02
13997.5,5530.07
13998,5802.28
13998.5,6155.26
13999,6508.92
13999.5,6732.6
14000,6744.37
14000.5,6659.97
14001,6451.73
14001.5,6258.14
14002,6102.52
14002.5,5903.09
14003,5802.5
14003.5,5724.44
14004,5690.58
14004.5,5658.1
14005,5728.47
14005.5,5818.33
14006,5817.1
14006.5,5911.45
14007,5984.45
14007.5,6110.46
14008,6299.96
14008.5,6449.24
14009,6740.11
14009.5,7017.47
14010,7341.06
14010.5,7475.96
14011,7536.3
14011.5,7426.21
14012,7348.78
14012.5,7220.76
14013,7050.23
14013.5,6877.6
14014,6641.67
14014.5,6498.98
14015,6348.22
14015.5,6123.92
14016,5858.07
14016.5,5647.51
14017,5497.33
14017.5,5322.39
14018,5242.17
14018.5,5217.64
14019,5191.55
14019.5,5202.58
14020,5227.35
14020.5,5333.88
14021,5443.98
14021.5,5702.92
14022,6067.98
14022.5,6605.7
14023,7028.27
14023.5,7304.93
14024,7129.87
14024.5,6752.54
14025,6397.68
14025.5,6098.27
14026,5880.21
14026.5,5664.84
14027,5520.54
14027.5,5393.46
14028,5319.76
14028.5,5296.81
14029,5285.46
14029.5,5287.49
14030,5346.84
14030.5,5450
14031,5600.36
14031.5,5712.49
14032,5975.15
14032.5,6244.32
14033,6599.41
14033.5,6890.47
14034,7245.7
14034.5,7441.48
14035,7477.58
14035.5,7391.61
14036,7303.39
14036.5,7233.72
14037,7130.43
14037.5,6982
14038,6743.57
14038.5,6583.63
14039,6410.43
14039.5,6202.71
14040,5924.16
14040.5,5697.07
14041,5531.71
14041.5,5406.75
14042,5310.02
14042.5,5247.09
14043,5222.99
14043.5,5224.61
14044,5256.33
14044.5,5373.56
14045,5508.42
14045.5,5797.14
14046,6141.3
14046.5,6698.97
14047,7143.86
14047.5,7322.69
14048,7114.47
14048.5,6756.59
14049,6349.67
14049.5,6060.85
14050,5807.04
14050.5,5621.49
14051,5484.38
14051.5,5352.03
14052,5299.93
14052.5,5281.42
14053,5251.33
14053.5,5283.4
14054,5347.53
14054.5,5440.91
14055,5509.88
14055.5,5700.97
14056,5935.94
14056.5,6227.66
14057,6529.11
14057.5,6911.65
14058,7243.15
14058.5,7425
14059,7504.7
14059.5,7419.5
14060,7370.38
14060.5,7293.18
14061,7144.51
14061.5,6939.97
14062,6686.41
14062.5,6537.1
14063,6378.11
14063.5,6107.98
14064,5852.85
14064.5,5625.87
14065,5436.61
14065.5,5326.13
14066,5243.86
14066.5,5187.77
14067,5160.77
14067.5,5148.4
14068,5178.9
14068.5,5272.66
14069,5406.13
14069.5,5701.37
14070,5985.81
14070.5,6513.84
14071,6896.07
14071.5,7135.65
14072,7008.75
14072.5,6702.44
14073,6328.81
14073.5,6071.35
14074,5867.46
14074.5,5581.66
14075,5433.6
14075.5,5420.02
14076,5399.74
14076.5,5366.87
14077,5406.51
14077.5,5486.02
14078,5568.17
14078.5,5605.64
14079,5683.64
14079.5,5825.9
14080,6009.89
14080.5,6281.82
14081,6575.44
14081.5,6785.35
14082,7021.5
14082.5,7153.93
14083,7192.88
14083.5,7104.63
14084,7048.12
14084.5,7008.38
14085,6809.05
14085.5,6707.37
14086,6572.28
14086.5,6451.98
14087,6322.88
14087.5,6122.37
14088,5905.31
14088.5,5656.01
14089,5478.29
14089.5,5364.99
14090,5271.7
14090.5,5227.43
14091,5209.94
14091.5,5148.67
14092,5136.28
14092.5,5165.17
14093,5248.08
14093.5,5326.14
14094,5442.56
14094.5,5616.61
14095,5757.66
14095.5,5979.98
14096,6023.92
14096.5,6030.46
14097,5981.32
14097.5,5808.71
14098,5549.39
14098.5,5371.92
14099,5198.59
14099.5,4978.79
14100,4891.16
14100.5,4962.39
14101,5000.48
14101.5,5016.11
14102,5023.68
14102.5,5147.66
14103,5260.03
14103.5,5401.07
14104,5582.9
14104.5,5895.59
14105,6191.49
14105.5,6409.82
14106,6657.07
14106.5,6821.52
14107,6838.58
14107.5,6686.89
14108,6666.3
14108.5,6584.58
14109,6433.6
14109.5,6303
14110,6193.63
14110.5,6114.08
14111,6027.62
14111.5,5837.12
14112,5640.12
14112.5,5464.79
14113,5304.8
14113.5,5193.29
14114,5112.02
14114.5,5043.31
14115,5002.68
14115.5,4991.42
14116,4994.22
14116.5,4948.92
14117,5005.49
14117.5,5095.05
14118,5143.45
14118.5,5250.19
14119,5327.86
14119.5,5403.61
14120,5416.03
14120.5,5380.59
14121,5321.84
14121.5,5216.77
14122,5119.13
14122.5,4971.41
14123,4838.73
14123.5,4769.91
14124,4749.25
14124.5,4685.81
14125,4662.33
14125.5,4704.35
14126,4794.08
14126.5,4889.4
14127,4995.79
14127.5,5209.91
14128,5454.62
14128.5,5733.09
14129,6058.9
14129.5,6370.97
14130,6705.53
14130.5,6953.01
14131,6979.55
14131.5,6890.12
14132,6810.8
14132.5,6729.36
14133,6596.07
14133.5,6431.33
14134,6256.34
14134.5,6142.77
14135,6073.95
14135.5,5844.05
14136,5670.86
14136.5,5476.28
14137,5321.45
14137.5,5204.3
14138,5120.96
14138.5,5116.6
14139,5063.66
14139.5,5067.06
14140,5095.51
14140.5,5178.05
14141,5295.47
14141.5,5539.54
14142,5854.18
14142.5,6303.09
14143,6714.82
14143.5,7002.39
14144,6897.95
14144.5,6621.92
14145,6258.79
14145.5,6019.72
14146,5771.32
14146.5,5601.24
14147,5395.03
14147.5,5260.02
14148,5195.54
14148.5,5188.15
14149,5178.64
14149.5,5191.92
14150,5301.93
14150.5,5391.89
14151,5521.06
14151.5,5647.21
14152,5914.48
14152.5,6215.93
14153,6543.44
14153.5,6897.38
14154,7282.81
14154.5,7466.2
14155,7525.07
14155.5,7460.72
14156,7415.81
14156.5,7327.01
14157,7154.48
14157.5,6940.81
14158,6699.63
14158.5,6539.88
14159,6380.9
14159.5,6122.86
14160,5885.31
14160.5,5661.01
14161,5465.57
14161.5,5374.63
14162,5301.52
14162.5,5263.01
14163,5223.42
14163.5,5267.34
14164,5265.11
14164.5,5344.52
14165,5478.3
14165.5,5776.09
14166,6107.74
14166.5,6687.35
14167,7195.07
14167.5,7467.52
14168,7302.84
14168.5,6942.52
14169,6525.5
14169.5,6149.65
14170,5897.84
14170.5,5674.73
14171,5496.96
14171.5,5360.83
14172,5313.26
14172.5,5295.05
14173,5308.91
14173.5,5306.52
14174,5399.32
14174.5,5479.68
14175,5560.83
14175.5,5754.41
14176,5975.3
14176.5,6231.3
14177,6625.71
14177.5,6936.73
14178,7270.19
14178.5,7470.1
14179,7551.3
14179.5,7523
14180,7410.65
14180.5,7342.4
14181,7164.76
14181.5,6977.41
14182,6751.01
14182.5,6583.47
14183,6433.32
14183.5,6221.18
14184,5959.53
14184.5,5723.19
14185,5539.74
14185.5,5420.87
14186,5326.25
14186.5,5251.24
14187,5231.08
14187.5,5209.46
14188,5252.21
14188.5,5287.3
14189,5367.4
14189.5,5585.58
14190,5900.02
14190.5,6292.92
14191,6640.61
14191.5,6891.5
14192,6802.24
14192.5,6532.73
14193,6213.74
14193.5,6002.02
14194,5751.78
14194.5,5500.08
14195,5347.29
14195.5,5207.15
14196,5193.93
14196.5,5161.84
14197,5149.88
14197.5,5160.35
14198,5207.41
14198.5,5330.69
14199,5461.41
14199.5,5641.11
14200,5888.97
14200.5,6152.16
14201,6504.17
14201.5,6737.58
14202,6965.02
14202.5,7137.2
14203,7215.55
14203.5,7069.96
14204,6984.81
14204.5,6898.56
14205,6713.94
14205.5,6556.93
14206,6371.48
14206.5,6256.51
14207,6152.75
14207.5,5925.25
14208,5693.1
14208.5,5530.35
14209,5316.25
14209.5,5210.63
14210,5154.21
14210.5,5095.1
14211,5058.59
14211.5,5079.15
14212,5120.53
14212.5,5211.55
14213,5345.58
14213.5,5614.35
14214,5952.5
14214.5,6359.14
14215,6771.11
14215.5,6981.67
14216,6802.25
14216.5,6515.66
14217,6229.95
14217.5,5957.74
14218,5734.64
14218.5,5576.4
14219,5479.39
14219.5,5377.16
14220,5387.98
14220.5,5365.53
14221,5383.54
14221.5,5467.21
14222,5531.26
14222.5,5673.66
14223,5814.28
14223.5,6001.9
14224,6223.02
14224.5,6475.96
14225,6749.49
14225.5,6938.42
14226,7143.74
14226.5,7296.35
14227,7320.27
14227.5,7216.97
14228,7110.04
14228.5,6988.62
14229,6852.05
14229.5,6707.36
14230,6532.02
14230.5,6370.72
14231,6254.29
14231.5,6039.46
14232,5788.72
14232.5,5567.51
14233,5420.22
14233.5,5272.7
14234,5213.54
14234.5,5145.56
14235,5148.69
14235.5,5132.68
14236,5142.23
14236.5,5193.76
14237,5329.91
14237.5,5578.55
14238,5880.49
14238.5,6307.06
14239,6702.32
14239.5,6921.17
14240,6768.59
14240.5,6492.13
14241,6163.39
14241.5,5915.04
14242,5705.92
14242.5,5577.62
14243,5456.42
14243.5,5341.05
14244,5305.3
14244.5,5303.39
14245,5324.01
14245.5,5391.06
14246,5486.1
14246.5,5563.76
14247,5662.17
14247.5,5829.19
14248,6080.43
14248.5,6373.48
14249,6594.61
14249.5,6707.25
14250,6856.05
14250.5,6992.92
14251,6984.94
14251.5,6840.97
14252,6823.75
14252.5,6731.57
14253,6537.03
14253.5,6465.07
14254,6309.86
14254.5,6177.69
14255,6094.44
14255.5,5880.85
14256,5662.51
14256.5,5442.75
14257,5323.18
14257.5,5256.78
14258,5184.11
14258.5,5125.32
14259,5102.45
14259.5,5057.92
14260,5021.89
14260.5,5082.65
14261,5110.04
14261.5,5255.68
14262,5398.26
14262.5,5481.01
14263,5663.84
14263.5,5785.36
14264,5760.02
14264.5,5759.62
14265,5584.21
14265.5,5385.28
14266,5239.7
14266.5,5091.61
14267,4981.71
14267.5,4919.62
14268,4799.8
14268.5,4789.91
14269,4805.04
14269.5,4864.66
14270,4943.62
14270.5,5025.7
14271,5170.35
14271.5,5345.13
14272,5512.63
14272.5,5827.3
14273,6127.92
14273.5,6343.74
14274,6560.12
14274.5,6728.23
14275,6708.25
14275.5,6575.14
14276,6512.3
14276.5,6443.5
14277,6283.39
14277.5,6153.36
14278,6092.53
14278.5,6058.33
14279,5996.57
14279.5,5834.36
14280,5625.03
14280.5,5481.88
14281,5320.91
14281.5,5204.95
14282,5121.74
14282.5,5089.86
14283,5042.3
14283.5,5033.02
14284,5018.35
14284.5,5001.44
14285,5044.4
14285.5,5131.81
14286,5191.11
14286.5,5266.9
14287,5319.7
14287.5,5414.95
14288,5380.53
14288.5,5317.22
14289,5219.6
14289.5,5111.91
14290,4999.9
14290.5,4909.46
14291,4772.14
14291.5,4679.28
14292,4654.14
14292.5,4665.56
14293,4676.46
14293.5,4654.53
14294,4762.34
14294.5,4856.17
14295,4986.6
14295.5,5184.83
14296,5452.81
14296.5,5782.74
14297,6173.65
14297.5,6519.19
14298,6812.12
14298.5,7037.83
14299,7087.76
14299.5,6991.31
14300,6918.79
14300.5,6846.9
14301,6688.26
14301.5,6516.05
14302,6331.92
14302.5,6204.83
14303,6082.26
14303.5,5850.39
14304,5613.89
14304.5,5412.85
14305,5279.23
14305.5,5182.65
14306,5159.35
14306.5,5118.81
14307,5055.22
14307.5,5102.02
14308,5137.53
14308.5,5178.57
14309,5326.98
14309.5,5604.14
14310,5932.21
14310.5,6339.59
14311,6763.55
14311.5,7013.43
14312,6851.49
14312.5,6573.12
14313,6234.99
14313.5,5982.21
14314,5779.35
14314.5,5590.85
14315,5432.36
14315.5,5363.11
14316,5254.7
14316.5,5213.25
14317,5190.17
14317.5,5223.54
14318,5324.15
14318.5,5437.01
14319,5555.1
14319.5,5757.2
14320,6024.42
14320.5,6311.08
14321,6688.19
14321.5,7016.14
14322,7380.23
14322.5,7620.24
14323,7673.72
14323.5,7552.33
14324,7473.35
14324.5,7401.66
14325,7233.23
14325.5,7091.88
14326,6792.16
14326.5,6645.99
14327,6507.26
14327.5,6225.78
14328,5968.64
14328.5,5773.46
14329,5578.34
14329.5,5439.97
14330,5313.75
14330.5,5235.45
14331,5251.22
14331.5,5249.32
14332,5278.03
14332.5,5365.72
14333,5479.79
14333.5,5772.64
14334,6183.11
14334.5,6731.59
14335,7208.85
14335.5,7419.11
14336,7171.82
14336.5,6756.46
14337,6358.49
14337.5,6030.83
14338,5759.94
14338.5,5570.81
14339,5411.91
14339.5,5249.29
14340,5172.99
14340.5,5148.17
14341,5141.81
14341.5,5182.09
14342,5266.29
14342.5,5398.97
14343,5555.06
14343.5,5703.52
14344,5980.25
14344.5,6252.76
14345,6583.42
14345.5,6888.22
14346,7210.27
14346.5,7473.85
14347,7572.81
14347.5,7484.15
14348,7440.36
14348.5,7358.55
14349,7147.93
14349.5,6969.15
14350,6738.23
14350.5,6544.95
14351,6417.84
14351.5,6172.9
14352,5890.39
14352.5,5655.39
14353,5471.2
14353.5,5346.9
14354,5311.5
14354.5,5306.18
14355,5273.12
14355.5,5264.12
14356,5285.58
14356.5,5374.8
14357,5482.11
14357.5,5810.71
14358,6184.3
14358.5,6682.24
14359,7122.39
14359.5,7323.15
14360,7053.7
14360.5,6638.61
14361,6223.83
14361.5,5962.85
14362,5702.09
14362.5,5475.88
14363,5335.77
14363.5,5161.67
14364,5126.35
14364.5,5134.56
14365,5137.13
14365.5,5236.08
14366,5345.13
14366.5,5415.84
14367,5561.5
14367.5,5725.93
14368,5942.63
14368.5,6226.52
14369,6617.51
14369.5,6868.88
14370,7181.45
14370.5,7369.47
14371,7473.21
14371.5,7377.08
14372,7333.59
14372.5,7257.31
14373,7089.46
14373.5,6923.21
14374,6714.24
14374.5,6574.06
14375,6453.89
14375.5,6244.9
14376,5975.23
14376.5,5740.19
14377,5574.38
14377.5,5445.03
14378,5364.04
14378.5,5288.16
14379,5263.59
14379.5,5281.78
14380,5293.51
14380.5,5378.5
14381,5511.71
14381.5,5805.54
14382,6174.96
14382.5,6667.97
14383,7106.28
14383.5,7243.24
14384,6989.51
14384.5,6630.6
14385,6197.76
14385.5,5936.42
14386,5733.14
14386.5,5569.89
14387,5459.81
14387.5,5370.84
14388,5360.98
14388.5,5352.01
14389,5344.44
14389.5,5408.31
14390,5481.77
14390.5,5559.91
14391,5701.6
14391.5,5839.37
14392,6055.54
14392.5,6283.77
14393,6606.47
14393.5,6865
14394,7134.58
14394.5,7328.42
14395,7450.44
14395.5,7354.63
14396,7310.99
14396.5,7230.17
14397,7052.45
14397.5,6882.3
14398,6666.6
14398.5,6557.17
14399,6393.13
14399.5,6159.08
14400,5880.15
14400.5,5699.71
14401,5509.49
14401.5,5396.64
14402,5332.4
14402.5,5299.22
14403,5229.38
14403.5,5246.98
14404,5284.8
14404.5,5359.19
14405,5482.86
14405.5,5703.9
14406,5974.02
14406.5,6406.4
14407,6732.12
14407.5,6919.95
14408,6816.85
14408.5,6455.8
14409,6134.33
14409.5,5991.88
14410,5826
14410.5,5760.99
14411,5689.45
14411.5,5588.3
14412,5587.85
14412.5,5556.33
14413,5574.18
14413.5,5606.73
14414,5687.74
14414.5,5712.65
14415,5761.66
14415.5,5899.88
14416,6103.62
14416.5,6399.5
14417,6674.66
14417.5,6853.18
14418,6988.83
14418.5,7077.92
14419,7135.26
14419.5,7018.44
14420,6981.81
14420.5,6856.7
14421,6719.4
14421.5,6631.38
14422,6428.32
14422.5,6365.98
14423,6268.84
14423.5,6093.18
14424,5843.45
14424.5,5637.84
14425,5451.58
14425.5,5340.07
14426,5267.41
14426.5,5205.16
14427,5179.45
14427.5,5155.39
14428,5156.01
14428.5,5172.5
14429,5199.82
14429.5,5314.93
14430,5425.19
14430.5,5515.95
14431,5664.51
14431.5,5864.75
14432,5945.25
14432.5,5937.93
14433,5859.29
14433.5,5701.73
14434,5600.17
14434.5,5478.36
14435,5412.07
14435.5,5378.02
14436,5307.55
14436.5,5268.43
14437,5262.38
14437.5,5303.33
14438,5219.75
14438.5,5165.9
14439,5290.4
14439.5,5503.4
14440,5686.76
14440.5,5954.72
14441,6248.41
14441.5,6479.97
14442,6715.1
14442.5,6836.32
14443,6871.58
14443.5,6782.58
14444,6757.28
14444.5,6641.82
14445,6546.78
14445.5,6392.48
14446,6294.6
14446.5,6252.24
14447,6166.48
14447.5,6005.23
14448,5774.88
14448.5,5535.88
14449,5389.81
14449.5,5295.8
14450,5235.18
14450.5,5147.12
14451,5131.55
14451.5,5108.47
14452,5120.69
14452.5,5079.88
14453,5093.46
14453.5,5165.59
14454,5218.79
14454.5,5297.28
14455,5358.19
14455.5,5508.93
14456,5650.17
14456.5,5813.66
14457,5901
14457.5,6010.6
14458,6062.38
14458.5,6096.89
14459,6050.79
14459.5,5977.6
14460,5938.11
14460.5,5854.39
14461,5814.06
14461.5,5775.37
14462,5572.43
14462.5,5573.13
14463,5600.27
14463.5,5712.86
14464,5799.9
14464.5,5943.73
14465,6224.3
14465.5,6587.13
14466,6841.42
14466.5,7078.42
14467,7128.49
14467.5,7002.49
14468,6945.55
14468.5,6829.26
14469,6685.9
14469.5,6550.01
14470,6336.8
14470.5,6189.55
14471,6085.5
14471.5,5891.22
14472,5673.69
14472.5,5506.92
14473,5340.54
14473.5,5253.09
14474,5164.85
14474.5,5142.63
14475,5131.63
14475.5,5095.86
14476,5153.64
14476.5,5203.78
14477,5279.57
14477.5,5557.99
14478,5850.79
14478.5,6279.13
14479,6639.74
14479.5,6768.45
14480,6611.24
14480.5,6339.38
14481,6004.3
14481.5,5810.2
14482,5585.86
14482.5,5450.88
14483,5349.14
14483.5,5309.59
14484,5278.01
14484.5,5287.96
14485,5318.46
14485.5,5389.96
14486,5488.21
14486.5,5590.49
14487,5687.53
14487.5,5855.41
14488,6051.71
14488.5,6319.74
14489,6687.6
14489.5,6936.62
14490,7097.22
14490.5,7304.35
14491,7338.65
14491.5,7173
14492,7123.92
14492.5,7020.37
14493,6892.95
14493.5,6718.97
14494,6507.23
14494.5,6373.94
14495,6291.63
14495.5,6009.13
14496,5774.79
14496.5,5553.9
14497,5427.01
14497.5,5302.69
14498,5229.91
14498.5,5147.98
14499,5106.81
14499.5,5145.27
14500,5143.82
14500.5,5219.75
14501,5356.16
14501.5,5627.25
14502,5737.22
14502.5,6254.07
14503,6585
14503.5,6719.48
14504,6526.64
14504.5,6231.47
14505,5984.82
14505.5,5731.62
14506,5599.24
14506.5,5478.96
14507,5412.1
14507.5,5368.69
14508,5321.83
14508.5,5295.68
14509,5359.98
14509.5,5411.75
14510,5479.18
14510.5,5566.69
14511,5692.18
14511.5,5824.11
14512,6084.65
14512.5,6326.6
14513,6467.7
14513.5,6801.64
14514,7113.79
14514.5,7327.56
14515,7335.39
14515.5,7188.14
14516,7153.24
14516.5,7049.66
14517,6877.11
14517.5,6753.51
14518,6540.73
14518.5,6403.9
14519,6258.43
14519.5,6033.23
14520,5814.95
14520.5,5623.57
14521,5448.67
14521.5,5326.3
14522,5252.7
14522.5,5208.29
14523,5200.79
14523.5,5201.63
14524,5219.34
14524.5,5304.53
14525,5418.18
14525.5,5710.04
14526,5988.76
14526.5,6372.66
14527,6673.92
14527.5,6792.53
14528,6583.89
14528.5,6281.92
14529,6013.6
14529.5,5776.18
14530,5579.1
14530.5,5432.38
14531,5259.76
14531.5,5171.33
14532,5166.76
14532.5,5152.55
14533,5181.44
14533.5,5258.16
14534,5366.29
14534.5,5481.3
14535,5573.7
14535.5,5794.13
14536,6015.35
14536.5,6253.38
14537,6557.94
14537.5,6847.64
14538,7076.84
14538.5,7275.36
14539,7370.02
14539.5,7237.93
14540,7142.8
14540.5,7080.36
14541,6899.91
14541.5,6768
14542,6583.36
14542.5,6402.83
14543,6269.86
14543.5,6041.78
14544,5864.56
14544.5,5637.97
14545,5425.83
14545.5,5298.97
14546,5243.39
14546.5,5185.57
14547,5193.06
14547.5,5211.53
14548,5248.2
14548.5,5318.19
14549,5442.05
14549.5,5721.47
14550,6022.92
14550.5,6457.03
14551,6806.35
14551.5,6922.5
14552,6673.18
14552.5,6371.67
14553,6068.66
14553.5,5805.49
14554,5583.24
14554.5,5417.58
14555,5308.2
14555.5,5219.12
14556,5223.86
14556.5,5202.23
14557,5252.98
14557.5,5303.73
14558,5401.96
14558.5,5528.11
14559,5659.67
14559.5,5783.13
14560,6026.64
14560.5,6273.52
14561,6584.54
14561.5,6778.47
14562,7013.54
14562.5,7218.49
14563,7347
14563.5,7192.87
14564,7101.08
14564.5,6989.67
14565,6826.52
14565.5,6678.73
14566,6465.68
14566.5,6372.53
14567,6254.37
14567.5,6062.09
14568,5823.43
14568.5,5590.65
14569,5405.51
14569.5,5278.28
14570,5160.27
14570.5,5159.75
14571,5143.63
14571.5,5118.95
14572,5108.42
14572.5,5201.68
14573,5326.05
14573.5,5533.67
14574,5774.95
14574.5,6093.42
14575,6388.26
14575.5,6569.73
14576,6429.85
14576.5,6137.09
14577,5912.39
14577.5,5720.37
14578,5575.49
14578.5,5490.27
14579,5374.39
14579.5,5326.59
14580,5238.34
14580.5,5185.45
14581,5173.41
14581.5,5189.78
14582,5240.12
14582.5,5376.25
14583,5479.26
14583.5,5657.57
14584,5918.82
14584.5,6186.61
14585,6478.38
14585.5,6559.8
14586,6738.79
14586.5,6867.35
14587,6875.38
14587.5,6757.36
14588,6676.7
14588.5,6612.97
14589,6457.87
14589.5,6319.75
14590,6174.39
14590.5,6136.03
14591,6064.86
14591.5,5847.07
14592,5640.41
14592.5,5438.02
14593,5254.69
14593.5,5132.34
14594,5072.56
14594.5,5012.97
14595,5009.64
14595.5,4978.36
14596,4913.16
14596.5,4971.54
14597,4998.47
14597.5,5116.09
14598,5197.56
14598.5,5282.66
14599,5405.66
14599.5,5507.1
14600,5487.73
14600.5,5496.15
14601,5472.77
14601.5,5337.18
14602,5189.51
14602.5,5132.12
14603,5097.38
14603.5,4897.77
14604,4752.26
14604.5,4721.54
14605,4732.95
14605.5,4775.04
14606,4856.04
14606.5,4988.68
14607,5109
14607.5,5268.48
14608,5506.61
14608.5,5785.21
14609,6060.35
14609.5,6217.05
14610,6388.58
14610.5,6569.83
14611,6562.8
14611.5,6452.6
14612,6416.12
14612.5,6365.43
14613,6215.07
14613.5,6085.24
14614,5976.54
14614.5,5952.6
14615,5883.99
14615.5,5724.59
14616,5527.31
14616.5,5341.02
14617,5214.62
14617.5,5111.91
14618,5011.48
14618.5,4951.32
14619,4881.98
14619.5,4891.94
14620,4868.74
14620.5,4892.42
14621,4911.48
14621.5,4982.69
14622,5033.1
14622.5,5132.39
14623,5193.93
14623.5,5259.9
14624,5280.74
14624.5,5260.32
14625,5180.56
14625.5,5100.49
14626,4998.62
14626.5,4864.81
14627,4747.03
14627.5,4656.26
14628,4626.89
14628.5,4647.28
14629,4611.39
14629.5,4655.24
14630,4775.12
14630.5,4888.92
14631,5033.25
14631.5,5209.27
14632,5485.27
14632.5,5771.32
14633,6055.86
14633.5,6285.25
14634,6499.24
14634.5,6687.46
14635,6715.72
14635.5,6640.55
14636,6579.63
14636.5,6469.1
14637,6312.53
14637.5,6206.65
14638,6056.77
14638.5,5970.41
14639,5877.39
14639.5,5698.96
14640,5511.62
14640.5,5310.76
14641,5162.9
14641.5,5080.26
14642,4999.81
14642.5,4986.32
14643,4979.71
14643.5,5006.46
14644,5010.87
14644.5,5070.51
14645,5177.17
14645.5,5423.16
14646,5692.49
14646.5,6053
14647,6309.3
14647.5,6490.92
14648,6360.15
14648.5,6227.04
14649,6017.13
14649.5,5895.12
14650,5846.2
14650.5,5796.26
14651,5816.69
14651.5,5837.06
14652,5902.89
14652.5,5894.14
14653,5944.41
14653.5,5928.41
14654,5953.95
14654.5,6035.17
14655,6140.66
14655.5,6281.28
14656,6468.46
14656.5,6604.97
14657,6843.47
14657.5,7031.78
14658,7183.44
14658.5,7400.43
14659,7441.69
14659.5,7268.73
14660,7216.96
14660.5,7086.82
14661,6900.23
14661.5,6730.82
14662,6496.25
14662.5,6365.83
14663,6190.87
14663.5,5985.66
14664,5763.42
14664.5,5580.44
14665,5409.22
14665.5,5313.77
14666,5208.03
14666.5,5137.35
14667,5121.34
14667.5,5101.23
14668,5110.89
14668.5,5170.48
14669,5292.93
14669.5,5524.87
14670,5804.79
14670.5,6193.55
14671,6470.9
14671.5,6698.79
14672,6660.63
14672.5,6524.44
14673,6323.58
14673.5,6219.77
14674,6015.41
14674.5,5814.63
14675,5760.97
14675.5,5669.76
14676,5607.23
14676.5,5692.41
14677,5742.85
14677.5,5812.62
14678,5945.59
14678.5,6043.18
14679,6032.34
14679.5,6142.48
14680,6365.39
14680.5,6525.5
14681,6792.06
14681.5,7022.43
14682,7309.75
14682.5,7424.78
14683,7447.74
14683.5,7323.71
14684,7260.15
14684.5,7153.83
14685,6939.42
14685.5,6737.72
14686,6518.8
14686.5,6386.71
14687,6218.05
14687.5,5981.49
14688,5803.36
14688.5,5557.49
14689,5397.1
14689.5,5292
14690,5204.36
14690.5,5143.76
14691,5098.28
14691.5,5087.82
14692,5114.11
14692.5,5179.24
14693,5316.75
14693.5,5539.59
14694,5814.23
14694.5,6234.12
14695,6497.94
14695.5,6676.85
14696,6630.84
14696.5,6376.97
14697,6210.23
14697.5,6044.45
14698,5958.16
14698.5,5887.32
14699,5843.66
14699.5,5820.64
14700,5754.87
14700.5,5752.5
14701,5755.06
14701.5,5805.66
14702,5880.25
14702.5,5958.11
14703,6015.79
14703.5,6081.26
14704,6287.82
14704.5,6497.09
14705,6733.38
14705.5,6936.41
14706,7107.99
14706.5,7293.04
14707,7387.37
14707.5,7247
14708,7173.24
14708.5,7110.07
14709,6939.91
14709.5,6774.06
14710,6598.16
14710.5,6472.82
14711,6315.26
14711.5,6092.31
14712,5842.78
14712.5,5644.64
14713,5484.87
14713.5,5331.73
14714,5214.43
14714.5,5132.9
14715,5107
14715.5,5135.6
14716,5175.39
14716.5,5245.94
14717,5329.76
14717.5,5638.56
14718,5920.18
14718.5,6267.57
14719,6527.44
14719.5,6663.07
14720,6523.86
14720.5,6314.09
14721,6078.47
14721.5,6036.23
14722,6002.24
14722.5,5925.86
14723,5860.46
14723.5,5824.66
14724,5835.66
14724.5,5791.96
14725,5739.51
14725.5,5823.78
14726,5915.3
14726.5,5991.4
14727,6005.76
14727.5,6059.49
14728,6160.91
14728.5,6399.76
14729,6654.7
14729.5,6802.36
14730,7043.46
14730.5,7273.48
14731,7318.24
14731.5,7212.14
14732,7147.67
14732.5,7073.85
14733,6853.97
14733.5,6687.82
14734,6485.61
14734.5,6353.41
14735,6255.23
14735.5,6069.02
14736,5835.75
14736.5,5649.57
14737,5449.38
14737.5,5345.24
14738,5297.04
14738.5,5210.7
14739,5203.66
14739.5,5194.92
14740,5196.08
14740.5,5247.78
14741,5375.46
14741.5,5577.76
14742,5831.28
14742.5,6160.57
14743,6353.1
14743.5,6517.21
14744,6417.9
14744.5,6188.96
14745,5968.8
14745.5,5822.08
14746,5731.44
14746.5,5712.84
14747,5652.13
14747.5,5680.75
14748,5741.48
14748.5,5707.16
14749,5721.76
14749.5,5595.19
14750,5673.88
14750.5,5733.62
14751,5804.03
14751.5,6015.86
14752,6277.47
14752.5,6417.5
14753,6685.7
14753.5,6814.74
14754,6907.83
14754.5,6962.07
14755,6972.61
14755.5,6875.58
14756,6856.36
14756.5,6736.88
14757,6584.17
14757.5,6485.34
14758,6312.7
14758.5,6202.22
14759,6130.01
14759.5,5899.94
14760,5657.66
14760.5,5437.41
14761,5274.36
14761.5,5136.73
14762,5076.82
14762.5,5058.38
14763,5039.09
14763.5,5024.34
14764,5044.21
14764.5,5076.71
14765,5047.57
14765.5,5203.01
14766,5273.19
14766.5,5360.47
14767,5487.13
14767.5,5648.78
14768,5767.65
