Hours since 1 January 2017 00:00,Measured grid demand (MW)
14768.5,5825.78
14769,5999.42
14769.5,6064.77
14770,5992.78
14770.5,5967.9
14771,5841.7
14771.5,5565.18
14772,5461.08
14772.5,5380.92
14773,5410.14
14773.5,5444.05
14774,5660.65
14774.5,5764.95
14775,5844.97
14775.5,5852.29
14776,5927.48
14776.5,6108.2
14777,6357.12
14777.5,6506.53
14778,6616.46
14778.5,6771.47
14779,6771.96
14779.5,6615.04
14780,6535.85
14780.5,6445.84
14781,6283.68
14781.5,6127.21
14782,6064.12
14782.5,6060.46
14783,5971.81
14783.5,5827.28
14784,5629.48
14784.5,5436.39
14785,5277
14785.5,5110.59
14786,5045.93
14786.5,4982.47
14787,4961.94
14787.5,4935.98
14788,4953.9
14788.5,4964.78
14789,4987.51
14789.5,5062.73
14790,5123
14790.5,5148.07
14791,5162.82
14791.5,5233.79
14792,5180.97
14792.5,5118.96
14793,5092.79
14793.5,5024.18
14794,4947.44
14794.5,4830
14795,4751.19
14795.5,4717.63
14796,4719.69
14796.5,4683.44
14797,4697.02
14797.5,4747.52
14798,4811.68
14798.5,4907.18
14799,5050.89
14799.5,5245.31
14800,5490.84
14800.5,5745.66
14801,6023.86
14801.5,6331
14802,6565.08
14802.5,6756.51
14803,6769.98
14803.5,6641.13
14804,6560.58
14804.5,6491.47
14805,6396.51
14805.5,6240.05
14806,6040.82
14806.5,5983.72
14807,5886.38
14807.5,5702.86
14808,5499.72
14808.5,5307.26
14809,5167.69
14809.5,5083.54
14810,5022.08
14810.5,4960.48
14811,4944.38
14811.5,4955.45
14812,4977.31
14812.5,5072.15
14813,5173.12
14813.5,5427.62
14814,5681.58
14814.5,6055.57
14815,6306.3
14815.5,6395.7
14816,6300
14816.5,6038.81
14817,5791.89
14817.5,5630.24
14818,5463.39
14818.5,5350.36
14819,5282.14
14819.5,5212.37
14820,5235.55
14820.5,5227.18
14821,5234.68
14821.5,5348.02
14822,5429.53
14822.5,5499.51
14823,5644.24
14823.5,5831.34
14824,6050.4
14824.5,6325.18
14825,6605.89
14825.5,6843.98
14826,7027.7
14826.5,7181.89
14827,7180.9
14827.5,7057.15
14828,7007.02
14828.5,6881.89
14829,6670.3
14829.5,6522.69
14830,6360.68
14830.5,6209.91
14831,6077.43
14831.5,5877.96
14832,5668.76
14832.5,5447.2
14833,5297.52
14833.5,5170.24
14834,5089.89
14834.5,5032.24
14835,4993.42
14835.5,4996.03
14836,5054.79
14836.5,5132.79
14837,5226.67
14837.5,5506.57
14838,5699.8
14838.5,6088.32
14839,6369.96
14839.5,6520.59
14840,6396.66
14840.5,6124.98
14841,5804.47
14841.5,5616.75
14842,5451.95
14842.5,5410.99
14843,5400.07
14843.5,5396.97
14844,5409.38
14844.5,5422.94
14845,5454.31
14845.5,5547.17
14846,5616.31
14846.5,5706.14
14847,5783.41
14847.5,5910.86
14848,6129.48
14848.5,6347.41
14849,6585.01
14849.5,6787.2
14850,7005.19
14850.5,7151.24
14851,7188.32
14851.5,7049.85
14852,6985.4
14852.5,6832.24
14853,6657.49
14853.5,6476.1
14854,6265.52
14854.5,6177.68
14855,6045.65
14855.5,5839.53
14856,5623.78
14856.5,5407.03
14857,5238.84
14857.5,5159.34
14858,4995.42
14858.5,4985.3
14859,4962.24
14859.5,4945.28
14860,4979.95
14860.5,5084.31
14861,5172.29
14861.5,5389.96
14862,5600.13
14862.5,5927.24
14863,6253.4
14863.5,6386.21
14864,6257.6
14864.5,6049.47
14865,5844.27
14865.5,5651.98
14866,5593.63
14866.5,5572.99
14867,5476.85
14867.5,5368.09
14868,5316
14868.5,5342.72
14869,5370.34
14869.5,5404.23
14870,5445.05
14870.5,5532.18
14871,5650.28
14871.5,5735.32
14872,5980.36
14872.5,6232.75
14873,6524.43
14873.5,6702.59
14874,6933.3
14874.5,7110.9
14875,7144.24
14875.5,6999.15
14876,6951.95
14876.5,6831.42
14877,6644.94
14877.5,6505.18
14878,6329.43
14878.5,6217.41
14879,6066.67
14879.5,5887.36
14880,5662.22
14880.5,5441.22
14881,5260.57
14881.5,5157.93
14882,5099.7
14882.5,5056.1
14883,4996.41
14883.5,4967.59
14884,5021.75
14884.5,5071.52
14885,5181.75
14885.5,5391.05
14886,5656.4
14886.5,6019.54
14887,6242.22
14887.5,6344.37
14888,6214.35
14888.5,5972.03
14889,5767.62
14889.5,5606.49
14890,5495.1
14890.5,5406.32
14891,5327.22
14891.5,5332.84
14892,5277.76
14892.5,5285.28
14893,5379.3
14893.5,5462.65
14894,5530.22
14894.5,5631.41
14895,5768.72
14895.5,5923.78
14896,6146.45
14896.5,6343.96
14897,6599.76
14897.5,6739.99
14898,6945.04
14898.5,7105.65
14899,7181.2
14899.5,7048
14900,6946.98
14900.5,6811.75
14901,6661.08
14901.5,6480.21
14902,6313.58
14902.5,6162.91
14903,6069.58
14903.5,5832.94
14904,5624.55
14904.5,5369.87
14905,5207.89
14905.5,5125.82
14906,5070.99
14906.5,5030.83
14907,4992.69
14907.5,5016.75
14908,5013.43
14908.5,5092.29
14909,5197.38
14909.5,5378.97
14910,5609.93
14910.5,5841.25
14911,6118.32
14911.5,6219.35
14912,6114.17
14912.5,5908.42
14913,5789.89
14913.5,5718.68
14914,5566.71
14914.5,5486.44
14915,5456.56
14915.5,5426.59
14916,5361.23
14916.5,5371.79
14917,5389.69
14917.5,5445.99
14918,5524.15
14918.5,5593.38
14919,5747.12
14919.5,5888.63
14920,6150.38
14920.5,6375.53
14921,6597.31
14921.5,6722.02
14922,6842.28
14922.5,6920.17
14923,7001.02
14923.5,6833.1
14924,6702.32
14924.5,6573.75
14925,6342.97
14925.5,6254.04
14926,6109.56
14926.5,6090.03
14927,5961.93
14927.5,5764.43
14928,5516.55
14928.5,5347.94
14929,5210.98
14929.5,5134.79
14930,5081.31
14930.5,5052.59
14931,5015.59
14931.5,4996.93
14932,4996.54
14932.5,5024.63
14933,5076.51
14933.5,5165.18
14934,5242.86
14934.5,5322.17
14935,5392.2
14935.5,5427.47
14936,5426.81
14936.5,5412.81
14937,5374.05
14937.5,5269.66
14938,5208.96
14938.5,5092.81
14939,5022.38
14939.5,4927.81
14940,4902.26
14940.5,4888.9
14941,4898.65
14941.5,4951.97
14942,5028.11
14942.5,5147.37
14943,5308.77
14943.5,5467.98
14944,5717.73
14944.5,5962.07
14945,6184.13
14945.5,6386.84
14946,6520.5
14946.5,6741.44
14947,6737.01
14947.5,6628.96
14948,6527.97
14948.5,6423.73
14949,6307.76
14949.5,6212.81
14950,6074.47
14950.5,6065.29
14951,6041.09
14951.5,5837.89
14952,5657.97
14952.5,5468.81
14953,5297.99
14953.5,5170.76
14954,5082.54
14954.5,5106.54
14955,5042.72
14955.5,5026.64
14956,5041.8
14956.5,5018.61
14957,5038.82
14957.5,5080.54
14958,5057.89
14958.5,5088.64
14959,5116.09
14959.5,5211.49
14960,5131.03
14960.5,5147.8
14961,5105.54
14961.5,5043.57
14962,5042.94
14962.5,5104.83
14963,4953.19
14963.5,4833.65
14964,4852.61
14964.5,4869.09
14965,4958.4
14965.5,5004.2
14966,5119.68
14966.5,5129.61
14967,5260.58
14967.5,5454.54
14968,5638.83
14968.5,5886.74
14969,6231.73
14969.5,6447.82
14970,6657.22
14970.5,6905.01
14971,6998.27
14971.5,6826.48
14972,6717.61
14972.5,6600.59
14973,6471.98
14973.5,6284.91
14974,6120.31
14974.5,6055.87
14975,5951.27
14975.5,5807.66
14976,5594.34
14976.5,5467.75
14977,5278.92
14977.5,5178.27
14978,5137.9
14978.5,5096.42
14979,5081.66
14979.5,5075.16
14980,5033.92
14980.5,5124.42
14981,5203.68
14981.5,5416.93
14982,5634.91
14982.5,5999.39
14983,6211.88
14983.5,6326.78
14984,6183.48
14984.5,5964.18
14985,5752.04
14985.5,5575.94
14986,5438.29
14986.5,5292.85
14987,5222.87
14987.5,5239.84
14988,5263.84
14988.5,5354.95
14989,5421.59
14989.5,5403.56
14990,5515.94
14990.5,5634.74
14991,5739.86
14991.5,5875.51
14992,6081.54
14992.5,6280.4
14993,6601.28
14993.5,6805.89
14994,7042.28
14994.5,7223.75
14995,7281.92
14995.5,7083.71
14996,7018.64
14996.5,6859.75
14997,6674.69
14997.5,6510.26
14998,6294.91
14998.5,6162.45
14999,6060.66
14999.5,5861.74
15000,5624.84
15000.5,5468.53
15001,5298.34
15001.5,5198.18
15002,5160.61
15002.5,5128.67
15003,5093.5
15003.5,5073.15
15004,5098.81
15004.5,5158.1
15005,5290.73
15005.5,5461.22
15006,5661.03
15006.5,6005.19
15007,6255.67
15007.5,6365.83
15008,6222.73
15008.5,6013.29
15009,5831.38
15009.5,5761.53
15010,5744.51
15010.5,5668.5
15011,5645.92
15011.5,5580.47
15012,5526.49
15012.5,5503.29
15013,5522.21
15013.5,5543.74
15014,5582.73
15014.5,5604.79
15015,5675.19
15015.5,5776.36
15016,6022.06
15016.5,6263.94
15017,6558.12
15017.5,6763.69
15018,6955.96
15018.5,7163.56
15019,7204.85
15019.5,7039.59
15020,6959.23
15020.5,6881.42
15021,6701.92
15021.5,6531.12
15022,6365.69
15022.5,6231.68
15023,6097.68
15023.5,5874.92
15024,5631.51
15024.5,5404.67
15025,5249.87
15025.5,5189.13
15026,5129.3
15026.5,5070.04
15027,5043.53
15027.5,5039.48
15028,5065.3
15028.5,5129.65
15029,5220.53
15029.5,5428.29
15030,5609.85
15030.5,5934.1
15031,6204.51
15031.5,6285.64
15032,6135.06
15032.5,5966.96
15033,5731.36
15033.5,5597.9
15034,5362.67
15034.5,5284.37
15035,5203.45
15035.5,5166.14
15036,5195.83
15036.5,5201.47
15037,5237.61
15037.5,5319.3
15038,5429.65
15038.5,5601.98
15039,5729.8
15039.5,5899.02
15040,6124.82
15040.5,6405.75
15041,6637.98
15041.5,6842.18
15042,6955.67
15042.5,7091.65
15043,7178.73
15043.5,7091.2
15044,6971.37
15044.5,6838.72
15045,6679.55
15045.5,6507.37
15046,6343.03
15046.5,6230.51
15047,6190.1
15047.5,5955.48
15048,5708.95
15048.5,5507.95
15049,5371.8
15049.5,5292.71
15050,5218.91
15050.5,5172.01
15051,5125.44
15051.5,5101.84
15052,5127.7
15052.5,5198.43
15053,5253.15
15053.5,5429.71
15054,5666.89
15054.5,5979.35
15055,6185.22
15055.5,6288.6
15056,6171.89
15056.5,6000.52
15057,5829.95
15057.5,5692.35
15058,5602.99
15058.5,5593.18
15059,5509.18
15059.5,5461.97
15060,5452.62
15060.5,5550.14
15061,5594.53
15061.5,5684.86
15062,5765.95
15062.5,5951.44
15063,6036.14
15063.5,6105.22
15064,6305.73
15064.5,6512.1
15065,6743.38
15065.5,6855.27
15066,7028.44
15066.5,7124.52
15067,7242.8
15067.5,7138.44
15068,7091.44
15068.5,6961.21
15069,6774.75
15069.5,6615.24
15070,6420.02
15070.5,6281.76
15071,6129.17
15071.5,5928.23
15072,5713.54
15072.5,5529.85
15073,5391.15
15073.5,5306.92
15074,5229.32
15074.5,5231.02
15075,5148.33
15075.5,5124.01
15076,5152.58
15076.5,5223.04
15077,5327.21
15077.5,5541.43
15078,5706.69
15078.5,6029.01
15079,6207.72
15079.5,6301.95
15080,6154.83
15080.5,5972.95
15081,5788.26
15081.5,5698.99
15082,5518.77
15082.5,5471.9
15083,5400.85
15083.5,5361.65
15084,5389.24
15084.5,5420.36
15085,5433.66
15085.5,5488.63
15086,5480.53
15086.5,5534.29
15087,5624.32
15087.5,5765.2
15088,6008
15088.5,6249.72
15089,6506.98
15089.5,6645.49
15090,6771.31
15090.5,6942.35
15091,7031.16
15091.5,6872.8
15092,6841.43
15092.5,6721.7
15093,6574.99
15093.5,6450.42
15094,6339.53
15094.5,6246.5
15095,6111.63
15095.5,5915.54
15096,5692.52
15096.5,5448.12
15097,5331.79
15097.5,5239.13
15098,5145.62
15098.5,5105.74
15099,5063.99
15099.5,5085.58
15100,5059.92
15100.5,5099.33
15101,5113.83
15101.5,5208.87
15102,5288.91
15102.5,5382.32
15103,5410.76
15103.5,5445.33
15104,5421.71
15104.5,5399.61
15105,5319.93
15105.5,5303.79
15106,5248.73
15106.5,5254.71
15107,5232.05
15107.5,5170.15
15108,5128
15108.5,5068.85
15109,4972.18
15109.5,4930.29
15110,4994.89
15110.5,5110.51
15111,5220.5
15111.5,5364.27
15112,5610.75
15112.5,5858.46
15113,6119.81
15113.5,6332.23
15114,6474.28
15114.5,6704.64
15115,6762.57
15115.5,6631.21
15116,6588.38
15116.5,6507.77
15117,6351.44
15117.5,6237.58
15118,6064.5
15118.5,6034.85
15119,6002.21
15119.5,5795.05
15120,5565.4
15120.5,5414.94
15121,5282.09
15121.5,5170.79
15122,5100.91
15122.5,5077.06
15123,5059.2
15123.5,5032.45
15124,5009.27
15124.5,5058.37
15125,5031.23
15125.5,5084.96
15126,5056.77
15126.5,5133.76
15127,5125.33
15127.5,5122.92
15128,5121.47
15128.5,5104.07
15129,5029.17
15129.5,4980.73
15130,4896.45
15130.5,4862.99
15131,4743.43
15131.5,4696.09
15132,4700.64
15132.5,4683.25
15133,4699.95
15133.5,4754.99
15134,4847.69
15134.5,4902.08
15135,5084.48
15135.5,5259.25
15136,5529.22
15136.5,5791.28
15137,6111.66
15137.5,6323.29
15138,6540.21
15138.5,6803.71
15139,6867.99
15139.5,6701.05
15140,6638.78
15140.5,6521.8
15141,6354.6
15141.5,6231.89
15142,6078.29
15142.5,5965.5
15143,5888.12
15143.5,5681.21
15144,5506.12
15144.5,5338.75
15145,5210.07
15145.5,5114.78
15146,5072.47
15146.5,5024.75
15147,5021.9
15147.5,5044.96
15148,5047.16
15148.5,5141.6
15149,5230.24
15149.5,5410.39
15150,5554.02
15150.5,5841.86
15151,5961.34
15151.5,6044.64
15152,6018.39
15152.5,5960.06
15153,5927.02
15153.5,5913.2
15154,5882.21
15154.5,5799.23
15155,5767.22
15155.5,5732.46
15156,5750.42
15156.5,5782.16
15157,5887.38
15157.5,5944.96
15158,5955.15
15158.5,5970.26
15159,6079.96
15159.5,6213.95
15160,6327.55
15160.5,6546.73
15161,6758.68
15161.5,6973.58
15162,7127.93
15162.5,7270.75
15163,7329.57
15163.5,7163.81
15164,7063.22
15164.5,6944.28
15165,6721.85
15165.5,6551.36
15166,6386.19
15166.5,6273.44
15167,6192.17
15167.5,5958.42
15168,5733.85
15168.5,5515.36
15169,5379.05
15169.5,5304.2
15170,5226.74
15170.5,5187.18
15171,5122.11
15171.5,5173.08
15172,5165.01
15172.5,5225.3
15173,5306.51
15173.5,5530.83
15174,5673.77
15174.5,5964.49
15175,6193.45
15175.5,6337.39
15176,6411.67
15176.5,6409.79
15177,6346.79
15177.5,6203.93
15178,6000.86
15178.5,5858.07
15179,5836.12
15179.5,5922.82
15180,6039.73
15180.5,6143.16
15181,6138.39
15181.5,6082.73
15182,6053.79
15182.5,6173.88
15183,6254.65
15183.5,6352.14
15184,6484.34
15184.5,6668.79
15185,6851.93
15185.5,6988.74
15186,7092.52
15186.5,7246.11
15187,7310.8
15187.5,7152.18
15188,7064.4
15188.5,6960.06
15189,6786.89
15189.5,6608.23
15190,6430.71
15190.5,6313.6
15191,6209.25
15191.5,5995.27
15192,5744.04
15192.5,5546.6
15193,5386.41
15193.5,5256.98
15194,5181.01
15194.5,5176.98
15195,5157.05
15195.5,5153.53
15196,5233.75
15196.5,5247.34
15197,5319.95
15197.5,5510.59
15198,5637.91
15198.5,5925.75
15199,6108.9
15199.5,6219.42
15200,6168.29
15200.5,6018.57
15201,5950.59
15201.5,5918.61
15202,5860.3
15202.5,5851.05
15203,5760.32
15203.5,5684.26
15204,5706.55
15204.5,5649.23
15205,5669.94
15205.5,5760.54
15206,5712.62
15206.5,5880.78
15207,6073.12
15207.5,6150.07
15208,6314.19
15208.5,6509.23
15209,6741.65
15209.5,6885.63
15210,7058.98
15210.5,7152.29
15211,7281.18
15211.5,7098.72
15212,7018.6
15212.5,6904.92
15213,6756.67
15213.5,6630.57
15214,6452.57
15214.5,6339.26
15215,6188.85
15215.5,6006.11
15216,5786.74
15216.5,5581.79
15217,5423.2
15217.5,5340.09
15218,5245.53
15218.5,5187.23
15219,5171.21
15219.5,5175.74
15220,5177.25
15220.5,5226.78
15221,5281.06
15221.5,5515.75
15222,5678.02
15222.5,5941.57
15223,6096.08
15223.5,6311.84
15224,6288.38
15224.5,6227.77
15225,6147.92
15225.5,6075.7
15226,6134.71
15226.5,6103.75
15227,6062.49
15227.5,6057.76
15228,6050.04
15228.5,6029.34
15229,5972.2
15229.5,5882.9
15230,5821.02
15230.5,5814.9
15231,5965.46
15231.5,6141.29
15232,6327.61
15232.5,6519.86
15233,6728.82
15233.5,6895.52
15234,7033.75
15234.5,7193.11
15235,7222.34
15235.5,7075.53
15236,7000.38
15236.5,6910.3
15237,6733.44
15237.5,6594.49
15238,6448.65
15238.5,6317.82
15239,6228.27
15239.5,6034.87
15240,5807.25
15240.5,5601.35
15241,5411.33
15241.5,5299.69
15242,5252.19
15242.5,5190.97
15243,5204.35
15243.5,5175.83
15244,5218.98
15244.5,5289.58
15245,5357.3
15245.5,5505.71
15246,5636.17
15246.5,5849.46
15247,6018.24
15247.5,6146.55
15248,6112.2
15248.5,6098.49
15249,6118.22
15249.5,6022.59
15250,5928.79
15250.5,5811.31
15251,5721.32
15251.5,5685.44
15252,5639.23
15252.5,5606.66
15253,5632.84
15253.5,5637.58
15254,5694.1
15254.5,5820.29
15255,5885.28
15255.5,6049.42
15256,6266.42
15256.5,6468.27
15257,6692.38
15257.5,6741.48
15258,6844.7
15258.5,6941.61
15259,7003.85
15259.5,6908.72
15260,6763.59
15260.5,6662.48
15261,6517.6
15261.5,6361.71
15262,6207.16
15262.5,6115.53
15263,6067.09
15263.5,5888.69
15264,5664.06
15264.5,5497.01
15265,5298.49
15265.5,5223.11
15266,5147.23
15266.5,5097.22
15267,5064.83
15267.5,5038.76
15268,5039.39
15268.5,5055.46
15269,5088.11
15269.5,5181.26
15270,5178.42
15270.5,5237.61
15271,5241.87
15271.5,5294.96
15272,5306.42
15272.5,5304.98
15273,5328.3
15273.5,5281.27
15274,5218.89
15274.5,5149.7
15275,5044.31
15275.5,4983.32
15276,5009.48
15276.5,4994.72
15277,5040.52
15277.5,5105.83
15278,5187.64
15278.5,5318.44
15279,5576.8
15279.5,5829.16
15280,6013.25
15280.5,6146.97
15281,6294
15281.5,6342.57
15282,6495.68
15282.5,6640.25
15283,6700.29
15283.5,6583.89
15284,6489.76
15284.5,6406.9
15285,6261
15285.5,6146.16
15286,6027.26
15286.5,6009.41
15287,5965.91
15287.5,5794.81
15288,5609.11
15288.5,5405.43
15289,5276.38
15289.5,5195.16
15290,5122.84
15290.5,5090.39
15291,5042.65
15291.5,5008.47
15292,4975.53
15292.5,4993.49
15293,5026.33
15293.5,5040.11
15294,5068.78
15294.5,5101.23
15295,5163.24
15295.5,5354.1
15296,5395.87
15296.5,5563.53
15297,5741.12
15297.5,5827.36
15298,5836.38
15298.5,5879.84
15299,5869.73
15299.5,5810.08
15300,5801.97
15300.5,5761.16
15301,5690.5
15301.5,5548.86
15302,5495.39
15302.5,5386.27
15303,5495.74
15303.5,5609.45
15304,5694.59
15304.5,5883.5
15305,6144.94
15305.5,6310.67
15306,6504.82
15306.5,6652.8
15307,6691.29
15307.5,6561.48
15308,6441.02
15308.5,6347.22
15309,6213.74
15309.5,6073.23
15310,5981.45
15310.5,5946.86
15311,5874.21
15311.5,5714.44
15312,5466.23
15312.5,5318.84
15313,5148.6
15313.5,5086.37
15314,4990.73
15314.5,4980.06
15315,4951.21
15315.5,4980.27
15316,4951.84
15316.5,4990.31
15317,5019.48
15317.5,5060.22
15318,5092.62
15318.5,5100.82
15319,5113.71
15319.5,5103.35
15320,5051.97
15320.5,5085.74
15321,5010.64
15321.5,4939.15
15322,4857.43
15322.5,4805.9
15323,4803.87
15323.5,4768.96
15324,4761.22
15324.5,4797.89
15325,4807.6
15325.5,4807.05
15326,4862.32
15326.5,4885.3
15327,5029.19
15327.5,5251.07
15328,5493.98
15328.5,5758.4
15329,6065.36
15329.5,6298.99
15330,6534.11
15330.5,6711.81
15331,6824.53
15331.5,6721.82
15332,6586.96
15332.5,6492.57
15333,6317.57
15333.5,6167.49
15334,6054.79
15334.5,5985.64
15335,5928.56
15335.5,5749.5
15336,5550.13
15336.5,5351.7
15337,5216.54
15337.5,5129.66
15338,5085.85
15338.5,5049.81
15339,5028.13
15339.5,5008.43
15340,5005.03
15340.5,5049.93
15341,5128.25
15341.5,5316.44
15342,5467.05
15342.5,5700.49
15343,5811.71
15343.5,5877.23
15344,5818.01
15344.5,5740.74
15345,5570.16
15345.5,5550.75
15346,5544.81
15346.5,5460.19
15347,5401.24
15347.5,5360.84
15348,5333.23
15348.5,5309.73
15349,5264.88
15349.5,5342.86
15350,5413.76
15350.5,5526.61
15351,5638.48
15351.5,5843.41
15352,6056.88
15352.5,6308.33
15353,6552.01
15353.5,6722.6
15354,6893.78
15354.5,7074.06
15355,7152.92
15355.5,7020.75
15356,6888.57
15356.5,6719.47
15357,6572.26
15357.5,6447.86
15358,6284.07
15358.5,6152.31
15359,6013.43
15359.5,5835.24
15360,5674.45
15360.5,5478
15361,5322.62
15361.5,5240.78
15362,5154.3
15362.5,5103.37
15363,5066.29
15363.5,5061.53
15364,5080.29
15364.5,5128.3
15365,5208.1
15365.5,5393.22
15366,5548.56
15366.5,5729.62
15367,5832.52
15367.5,5927.8
15368,5878.62
15368.5,5782.84
15369,5692.96
15369.5,5632.76
15370,5587.92
15370.5,5515.71
15371,5466.03
15371.5,5384.7
15372,5366.42
15372.5,5390.91
15373,5394.58
15373.5,5437.31
15374,5552.9
15374.5,5652.12
15375,5804.29
15375.5,5995.37
15376,6223.97
15376.5,6440.78
15377,6635.68
15377.5,6746.81
15378,6843.11
15378.5,6988.77
15379,7114.09
15379.5,6946.37
15380,6862.28
15380.5,6740.23
15381,6562.54
15381.5,6437.14
15382,6234.02
15382.5,6093.24
15383,5987.25
15383.5,5808.17
15384,5609.73
15384.5,5418.41
15385,5270.75
15385.5,5171.48
15386,5105.37
15386.5,5071.56
15387,5019.13
15387.5,5033.58
15388,5065.99
15388.5,5119.02
15389,5195.34
15389.5,5381.36
15390,5470.49
15390.5,5668.03
15391,5839.87
15391.5,5945.69
15392,5866.04
15392.5,5768.39
15393,5693.78
15393.5,5561.63
15394,5475.9
15394.5,5413.2
15395,5310.11
15395.5,5372.57
15396,5336.77
15396.5,5364.91
15397,5412.03
15397.5,5525.62
15398,5679.04
15398.5,5811.14
15399,5862.25
15399.5,6038.16
15400,6229.18
15400.5,6407.94
15401,6642.99
15401.5,6750.96
15402,6914.22
15402.5,7066.77
15403,7125.08
15403.5,6995.95
15404,6886.4
15404.5,6791.44
15405,6570.79
15405.5,6461.32
15406,6313.54
15406.5,6179.81
15407,6058.38
15407.5,5873.75
15408,5612.38
15408.5,5423.97
15409,5292.5
15409.5,5211.86
15410,5128.05
15410.5,5096.06
15411,5085.29
15411.5,5032.76
15412,5060.68
15412.5,5105.22
15413,5149.48
15413.5,5336.81
15414,5458.57
15414.5,5687.95
15415,5819.2
15415.5,5916.06
15416,5980.11
15416.5,5933.89
15417,5966.73
15417.5,6020.89
15418,6013.72
15418.5,5986.06
15419,5986.54
15419.5,5919.7
15420,5921.73
15420.5,5878.54
15421,6049.22
15421.5,6031.2
15422,6015.21
15422.5,6123.31
15423,6245
15423.5,6344.19
15424,6443.3
15424.5,6552.71
15425,6577.36
15425.5,6630.28
15426,6725.28
15426.5,6847
15427,6922.97
15427.5,6839.71
15428,6756.93
15428.5,6636.77
15429,6470.8
15429.5,6380.2
15430,6245.43
15430.5,6121.48
15431,6052.93
15431.5,5863.83
15432,5638.58
15432.5,5495.25
15433,5309.6
15433.5,5200.87
15434,5113.32
15434.5,5065.22
15435,5059.07
15435.5,5043.55
15436,4989.69
15436.5,5027.85
15437,5070.16
15437.5,5143.88
15438,5142.2
15438.5,5193.38
15439,5278.03
15439.5,5325.89
15440,5359.28
15440.5,5545.82
15441,5578.09
15441.5,5677.98
15442,5652.25
15442.5,5668.86
15443,5670.23
15443.5,5639.45
15444,5600.92
15444.5,5606.85
15445,5609.06
15445.5,5666.31
15446,5648.96
15446.5,5691.67
15447,5699.21
15447.5,5776.22
15448,5950.56
15448.5,6115.3
15449,6242.17
15449.5,6382.67
15450,6558.21
15450.5,6681.56
15451,6783.38
15451.5,6658.88
15452,6549.53
15452.5,6453.87
15453,6271.82
15453.5,6259.4
15454,6085.14
15454.5,5961.13
15455,5906.13
15455.5,5692.59
15456,5531.43
15456.5,5328.19
15457,5222.79
15457.5,5122.44
15458,5045.85
15458.5,4993.45
15459,4969.09
15459.5,4951.17
15460,4950.22
15460.5,4957.12
15461,4957.91
15461.5,5010.61
15462,4976.26
15462.5,4970.94
15463,4964.71
15463.5,5021.39
15464,5020.05
15464.5,5091.01
15465,5099.89
15465.5,5098.49
15466,5153.13
15466.5,5173.01
15467,5191.83
15467.5,5199.62
15468,5184.24
15468.5,5160.22
15469,5111.08
15469.5,5071.88
15470,5104.02
15470.5,5202.43
15471,5321.78
15471.5,5425.58
15472,5621.21
15472.5,5843.05
15473,6110.38
15473.5,6317.09
15474,6502.3
15474.5,6740.9
15475,6845.19
15475.5,6682.57
15476,6590.46
15476.5,6498.32
15477,6324.06
15477.5,6197.06
15478,6034.09
15478.5,5933.11
15479,5811.5
15479.5,5605.68
15480,5436.75
15480.5,5281.53
15481,5135.28
15481.5,5049.85
15482,5007.18
15482.5,4940.69
15483,4952.91
15483.5,4949.91
15484,4988.47
15484.5,5035.1
15485,5146.15
15485.5,5320.2
15486,5492.35
15486.5,5762.75
15487,5909.44
15487.5,6036.78
15488,6036.87
15488.5,5903.02
15489,5845.45
15489.5,5713.18
15490,5691.52
15490.5,5686.95
15491,5582.67
15491.5,5577.06
15492,5584.97
15492.5,5680.12
15493,5778.2
15493.5,5898.39
15494,6081.92
15494.5,6267.84
15495,6255.3
15495.5,6352.7
15496,6471.38
15496.5,6685.5
15497,6856.69
15497.5,6978.05
15498,7069.38
15498.5,7169.25
15499,7263.4
15499.5,7066.12
15500,6963.64
15500.5,6830.11
15501,6589.07
15501.5,6496.87
15502,6266.55
15502.5,6138.41
